FS INT,SS PEAK,SS INT,SS TOF,FL1 INT_CD14-FITC,FL2 INT_CD19-PE,FL3 INT_CD13-ECD,FL4 INT_CD33-PC5.5,FL5 INT_CD34-PC7,FL6 INT_CD117-APC,FL7 INT_CD7-APC700,FL8 INT_CD16-APC750,FL9 INT_HLA-PB,FL10 INT_CD45-KO,TIME,label
425967.0,11944.0,69856.0,81.0,524.06067,575.3944,703.3435,549.30566,823.92596,2324.3357,19047.912,2753.9841,399.64105,10110.86,317.0,0.0
472044.0,14352.0,82032.0,79.0,1052.0605,670.39435,1784.3434,1458.3052,956.926,3182.3352,31749.912,6251.9844,12954.643,20052.861,414.0,0.0
470390.0,21328.0,125972.0,78.0,359.0606,542.3943,1230.3433,990.3056,1839.9263,14904.334,171506.92,31177.986,459.64105,19510.86,517.0,0.0
642473.0,32384.0,188333.0,77.0,778.0608,609.3944,1105.3434,691.3056,1068.9261,5080.335,46025.906,8232.984,2522.641,37881.86,744.0,0.0
944857.0,24784.0,201360.0,121.0,850.0608,669.3943,1321.3429,743.3056,1118.9261,8508.334,107904.91,18749.986,922.6411,35419.855,752.0,0.0
340103.0,17456.0,95212.0,78.0,330.06064,594.39435,1060.3433,787.3056,1446.9259,6967.3354,83075.91,14268.982,912.6409,31044.86,907.0,0.0
584604.0,26624.0,137990.0,71.0,646.0608,880.3942,868.3434,696.3058,866.9261,2399.335,21461.914,3419.9834,722.6409,24431.857,1027.0,0.0
393855.0,14944.0,82148.0,80.0,380.0607,535.3944,1059.3434,471.3057,946.926,4748.335,44010.91,8996.984,471.64105,17278.86,1169.0,0.0
424327.0,23024.0,127076.0,77.0,669.06085,581.3944,1065.3434,760.30566,1048.926,6032.3364,50435.914,8960.986,918.64105,16520.86,1226.0,0.0
428900.0,20992.0,125814.0,85.0,377.0607,529.3944,1019.34326,516.3057,2097.9263,4101.335,52099.914,8695.985,461.64108,14960.86,1500.0,0.0
508848.0,18112.0,106578.0,83.0,534.0606,589.3944,1404.3433,652.30566,1969.9263,4587.3345,40654.91,9488.984,626.64087,26124.857,1554.0,0.0
299592.0,26368.0,136408.0,71.0,560.0608,429.39435,899.3433,364.30576,676.9261,3866.3347,40616.91,7007.984,712.6409,29894.857,1917.0,0.0
436702.0,23808.0,135169.0,80.0,482.06073,739.3942,1262.3433,617.3057,957.9259,3267.3352,29430.918,4901.985,606.641,17463.857,1953.0,0.0
391876.0,19296.0,99554.0,74.0,410.0607,311.39435,801.34344,487.30573,578.92615,1786.3354,9085.915,1752.9841,2109.641,16374.86,1986.0,0.0
417953.0,30704.0,158404.0,71.0,684.0608,559.3944,1040.3434,602.30566,1717.9259,7444.335,66946.93,12279.984,497.64117,21156.861,2104.0,0.0
478287.0,22048.0,128267.0,75.0,509.06073,510.3944,1448.3433,537.3058,760.92615,3301.3354,39049.91,7645.9844,537.64105,16281.859,2266.0,0.0
383773.0,19968.0,123872.0,79.0,812.0608,809.3944,1112.3433,869.30554,1461.926,5356.3354,68023.914,12177.983,614.64105,19685.86,2344.0,0.0
464129.0,19488.0,106695.0,74.0,581.06067,523.3944,1172.3434,1046.3055,1192.926,14313.335,153562.92,27244.986,594.64105,24208.861,2470.0,0.0
518892.0,26800.0,150803.0,77.0,468.06064,572.3944,1030.3433,540.30566,829.926,4674.335,41472.914,7635.984,596.641,24210.857,2508.0,0.0
532511.0,27920.0,166410.0,81.0,433.06064,453.39435,1180.3433,362.30576,1219.9259,4483.3354,30786.912,6654.985,1447.6412,16673.861,2527.0,0.0
516191.0,35600.0,200195.0,77.0,875.06067,671.3945,1448.3434,820.3056,1496.9263,5643.336,44534.914,9495.984,680.64105,20888.863,2768.0,0.0
370545.0,28688.0,147763.0,70.0,364.06067,569.3944,1005.3434,476.30566,751.92615,1991.3351,16111.913,3740.9836,484.64108,10445.861,2780.0,0.0
300012.0,15248.0,82983.0,74.0,313.0606,418.39438,1112.3434,614.3057,813.9261,2069.3352,16270.915,3436.984,420.641,18110.86,2781.0,0.0
514290.0,18560.0,102579.0,76.0,542.06067,744.39453,606.3434,409.30573,676.926,2211.3354,13922.913,3089.984,630.6412,19782.86,2835.0,0.0
296695.0,13664.0,80305.0,75.0,496.06067,505.39438,690.3434,379.30576,910.9261,2377.3352,20110.91,5264.984,2418.641,15050.86,2862.0,0.0
273665.0,18992.0,129676.0,78.0,585.0607,571.3944,1129.3435,675.30566,1063.926,4587.334,53593.91,8975.984,424.64102,17308.86,2901.0,0.0
573257.0,21536.0,130657.0,77.0,519.06067,517.3944,1187.3434,604.30566,896.9261,3596.3352,32986.914,5308.985,526.6411,16815.86,2908.0,0.0
305775.0,18592.0,103178.0,78.0,365.06064,598.3944,915.34344,672.30566,617.9261,4514.335,60545.91,11274.984,499.641,22559.861,3242.0,0.0
272817.0,28992.0,150788.0,71.0,849.0607,605.3944,1090.3433,419.3057,723.926,2313.3352,19241.914,3278.984,802.6411,25712.861,3311.0,0.0
400718.0,12166.0,81758.0,84.0,378.06067,295.39435,993.34326,441.30573,715.926,2598.3352,15996.916,3173.9841,377.64102,12325.86,3362.0,0.0
636664.0,18992.0,106505.0,78.0,554.06067,583.3944,1059.3434,680.30566,1006.9262,6121.3354,68245.914,13476.984,456.641,17864.857,3489.0,0.0
394825.0,20016.0,109786.0,78.0,492.06067,512.3944,999.3434,631.3056,913.926,1350.3353,9342.913,1744.9839,340.64102,12081.86,3613.0,0.0
394721.0,25008.0,133730.0,75.0,649.0606,541.3944,1269.3434,706.3056,957.92596,2207.3352,13063.914,4246.9844,646.64105,19423.861,3627.0,0.0
212476.0,19088.0,99655.0,74.0,420.0606,738.3944,787.3433,499.30573,1224.926,6472.3345,78043.91,13137.983,605.64105,18343.86,3833.0,0.0
384923.0,20656.0,111476.0,73.0,635.0607,530.39453,789.34344,756.3057,882.926,4155.335,30898.912,5307.9844,568.6411,21474.863,3858.0,0.0
496354.0,13078.0,90789.0,97.0,477.06067,435.39435,1060.3434,904.30554,1139.9261,4814.336,53643.906,9825.984,584.6409,17379.86,3951.0,0.0
581804.0,16448.0,92553.0,81.0,272.0606,531.3944,715.3434,383.30576,1140.9259,1839.335,18526.914,3201.984,135.64102,6203.8604,4022.0,0.0
555811.0,19280.0,114543.0,82.0,285.0606,445.39438,694.3433,516.3057,676.9261,3675.3347,25299.91,4042.9834,371.64108,11954.86,4024.0,0.0
550853.0,25296.0,151719.0,80.0,365.06064,514.39435,900.3434,348.30576,1463.9261,3037.3347,28788.912,5521.9834,28755.643,22035.861,4099.0,0.0
557643.0,22704.0,135563.0,81.0,273.0606,432.39438,1214.3434,504.30573,755.92615,3188.3354,33556.914,5513.985,298.64105,12215.86,4432.0,0.0
231378.0,17392.0,97001.0,77.0,686.0609,431.39447,810.3435,503.3058,1512.9261,5099.3354,54593.92,9470.987,541.641,18050.86,4590.0,0.0
302578.0,22656.0,121902.0,71.0,441.06073,536.3943,708.3434,638.3057,1173.926,3059.3354,22856.916,4447.9844,510.6411,16796.861,4664.0,0.0
418110.0,20512.0,115417.0,75.0,499.06064,480.39438,665.3434,2763.305,1585.9258,1442.3352,9504.914,2616.9836,2155.641,18969.86,4715.0,0.0
335157.0,22144.0,124873.0,77.0,629.0608,610.39435,1356.3431,437.3057,810.92615,1615.3353,12805.913,2062.9834,595.64105,19560.86,4787.0,0.0
311606.0,29792.0,145314.0,69.0,465.06076,544.3944,1140.3433,295.3058,654.9261,2464.335,20680.91,2940.9836,581.641,32964.86,4804.0,0.0
323635.0,24048.0,119356.0,68.0,413.06073,571.39435,1005.34326,697.30566,1063.9261,3772.3352,47907.918,9171.984,416.64105,20452.86,5138.0,0.0
462059.0,24816.0,150027.0,84.0,454.0606,593.39435,666.34344,1833.3052,1240.9259,15333.331,150513.92,27904.988,448.641,17473.861,5316.0,0.0
471412.0,21472.0,121780.0,77.0,405.0607,645.3944,759.3435,512.3057,1115.926,2537.335,27858.91,4085.983,414.641,17803.86,5435.0,0.0
313804.0,25792.0,145205.0,77.0,463.0607,677.3943,789.3434,509.30573,690.9261,2407.3347,21422.914,3640.9836,466.64105,18358.861,5556.0,0.0
513195.0,17904.0,114215.0,80.0,304.06067,419.39435,695.34344,629.3057,1404.926,3542.335,24026.916,5415.985,271.64102,11309.86,5725.0,0.0
160243.0,14048.0,84435.0,85.0,235.06062,624.39435,1079.3434,534.30566,1180.926,1398.3351,8964.915,1942.984,390.641,11785.859,5936.0,0.0
353311.0,16960.0,102885.0,82.0,445.0606,386.3943,851.3434,373.30585,757.9261,1562.3356,6975.915,1034.9841,228.64099,10214.859,6110.0,0.0
623050.0,15328.0,98786.0,86.0,587.0607,556.3944,908.3433,553.30566,549.9261,2607.3347,24100.916,3929.984,318.64108,9082.86,6196.0,0.0
259876.0,21872.0,118005.0,72.0,551.06067,693.3944,1295.3433,551.30566,829.926,2897.3354,14626.913,2717.9841,462.64105,20660.86,6282.0,0.0
572258.0,25728.0,137252.0,74.0,669.0607,748.3944,856.3433,551.30566,516.926,2119.3357,11732.914,2323.984,534.641,20024.86,6338.0,0.0
505047.0,27984.0,167278.0,82.0,314.0606,509.3943,1077.3433,404.30582,917.9262,1711.3356,10271.916,2548.9844,385.64108,16664.861,6510.0,0.0
383930.0,16784.0,88837.0,76.0,521.0607,509.39435,902.3433,392.3058,1218.926,4197.3354,49998.914,10792.985,390.64102,17537.861,6826.0,0.0
355282.0,12252.0,66319.0,72.0,431.0607,424.39435,890.3433,626.3056,975.9261,3469.335,25987.916,5128.9844,407.64102,12322.86,7003.0,0.0
491973.0,16208.0,91132.0,76.0,407.06067,633.3943,864.3433,562.3057,1032.9261,2807.3347,35544.906,5703.9834,561.64105,17880.861,7018.0,0.0
345177.0,14416.0,82076.0,75.0,271.06064,490.39432,1166.3433,482.30573,694.926,920.33545,14184.914,3048.984,851.6411,13671.86,7161.0,0.0
282868.0,15360.0,92488.0,80.0,540.06067,742.3944,1452.3433,545.3056,1802.9264,6135.335,63517.902,11013.984,497.64108,18185.86,7166.0,0.0
641492.0,23216.0,159035.0,88.0,804.0607,655.39435,1260.3434,794.30566,648.9261,5363.335,46191.914,7627.985,530.6411,15181.861,7166.0,0.0
622689.0,26704.0,150450.0,78.0,427.0606,940.39435,1312.3431,613.3056,1220.9257,3424.335,38456.906,7826.9834,5443.6406,20209.86,7178.0,0.0
528246.0,29856.0,181618.0,77.0,314.06067,534.39435,808.34344,380.30576,1098.9259,1775.3353,9352.915,2298.984,397.641,12042.86,7275.0,0.0
369705.0,17488.0,99250.0,76.0,292.06064,533.39435,771.3433,888.30554,1427.9263,4716.335,51799.918,9792.984,499.64105,25580.86,7471.0,0.0
