FS INT,SS PEAK,SS INT,SS TOF,FL1 INT_CD14-FITC,FL2 INT_CD19-PE,FL3 INT_CD13-ECD,FL4 INT_CD33-PC5.5,FL5 INT_CD34-PC7,FL6 INT_CD117-APC,FL7 INT_CD7-APC700,FL8 INT_CD16-APC750,FL9 INT_HLA-PB,FL10 INT_CD45-KO,TIME,label
430036.0,11181.0,56731.0,67.0,459.36835,380.89536,521.3617,706.3428,494.62503,4675.102,61263.047,11380.491,449.58044,16130.931,922.0,0.0
431298.0,16064.0,83098.0,68.0,497.36835,476.89532,458.36163,707.34283,1233.625,6088.102,75717.05,14304.489,2346.5803,20907.932,1331.0,0.0
652467.0,14096.0,86988.0,67.0,573.3684,350.89532,797.36163,413.3428,1979.6249,2185.1023,34610.047,7044.491,523.5804,21750.928,1762.0,0.0
438757.0,8915.0,48240.0,68.0,464.36835,414.89532,1025.3616,383.34283,1382.6251,3622.1023,38827.047,6877.4917,426.58047,13634.931,2057.0,0.0
306304.0,10996.0,58548.0,68.0,396.36838,414.89536,822.3617,325.34286,1325.6251,2489.1023,9836.05,5008.492,756.58044,16045.93,2067.0,0.0
487930.0,14576.0,79811.0,74.0,336.36835,561.8953,968.36163,783.34283,671.62506,2576.1023,21242.049,4253.491,708.5805,23276.932,2237.0,0.0
552442.0,16192.0,83729.0,67.0,431.36835,459.8953,797.36163,455.34283,990.62506,2159.1025,10695.049,2610.4917,1296.5803,17403.93,2280.0,0.0
375610.0,12484.0,61756.0,64.0,405.36832,493.89532,701.36176,808.34283,1488.6249,8050.1016,96076.04,18411.49,898.5804,17427.93,3467.0,0.0
449250.0,11814.0,90957.0,108.0,742.3684,644.8954,1103.3617,794.34283,1032.625,4219.1025,39988.047,11716.49,486.5804,11148.93,3642.0,0.0
498141.0,11937.0,72174.0,67.0,454.36838,430.89532,452.3617,455.3429,1271.6251,6783.102,92358.055,16693.492,800.5804,19346.932,4509.0,0.0
419324.0,10047.0,65307.0,82.0,501.36835,710.8954,809.3617,319.34286,1328.6251,1012.10266,8698.049,1683.4918,792.58044,20312.932,4516.0,0.0
445471.0,11142.0,62954.0,77.0,476.36832,358.89532,822.3617,323.34286,712.62506,2371.1025,15308.049,2633.492,1106.5804,16004.93,4911.0,0.0
434500.0,13952.0,70312.0,65.0,530.36835,495.89536,573.36163,446.34286,953.62506,2892.1023,29436.049,5529.491,565.5804,17713.93,5025.0,0.0
601801.0,9881.0,52461.0,66.0,394.36832,532.8953,642.3617,320.34283,895.625,4408.102,49956.043,8797.49,494.58044,16146.93,5420.0,0.0
489762.0,8594.0,46374.0,70.0,256.3683,399.89532,592.3616,242.34283,722.625,6005.1025,54057.05,9623.491,717.5804,17369.93,5717.0,0.0
504705.0,13904.0,77917.0,76.0,490.36832,529.8953,845.36163,671.34283,1226.625,2481.1025,11847.05,2686.4915,776.5804,22027.93,6070.0,0.0
473438.0,10701.0,55830.0,67.0,414.36838,455.89532,920.36163,566.3428,1161.6249,1115.1027,7171.0493,2489.4922,546.5804,16006.93,6344.0,0.0
664355.0,18464.0,110081.0,76.0,550.36835,320.89536,658.3617,534.3428,774.62506,1173.1027,6763.049,1912.4918,748.5803,22406.93,6470.0,0.0
460104.0,7798.0,39681.0,63.0,260.36832,515.89526,716.36176,480.34277,648.62494,3972.1023,31487.049,5732.4907,297.58044,12368.93,6507.0,0.0
463598.0,8147.0,43454.0,71.0,425.36835,395.8953,588.3617,436.34277,892.62506,5790.102,68027.04,12200.487,364.5804,15658.93,6711.0,0.0
212522.0,9239.0,43737.0,58.0,370.36832,352.89532,590.36176,334.34286,854.62506,4042.102,37103.047,6989.491,551.58044,8608.93,7875.0,0.0
502850.0,12332.0,64934.0,68.0,427.36835,497.8953,1080.3616,751.3429,1791.6252,4303.1025,40996.05,7026.491,1570.5802,35563.93,8258.0,0.0
477831.0,13152.0,61672.0,65.0,421.36835,430.89532,392.36166,318.34286,588.62506,1249.1025,9794.049,3187.4917,586.58044,14220.93,9095.0,0.0
422289.0,11985.0,65922.0,72.0,401.36832,446.89532,819.36163,557.3428,917.625,6649.102,63562.047,10540.491,788.5804,18042.932,9220.0,0.0
491187.0,12961.0,67284.0,68.0,447.36835,495.89532,660.36163,681.3429,1570.6249,6757.1006,76816.04,14848.488,423.58038,14415.93,9355.0,0.0
575034.0,16752.0,98190.0,71.0,425.36838,304.89532,818.3616,743.34283,822.625,4659.1025,47963.047,9386.49,1916.5803,23427.93,10044.0,0.0
417196.0,9438.0,44635.0,63.0,238.36832,409.89532,1215.3616,192.34288,1485.625,867.1026,11416.049,3811.4917,403.5804,15837.931,10375.0,0.0
586015.0,9914.0,49382.0,63.0,416.36835,629.8953,883.3616,326.34286,1184.625,5253.1016,56679.043,11044.491,486.58044,16733.93,11059.0,0.0
430440.0,10520.0,51836.0,62.0,492.36835,515.8954,666.3617,619.34283,1934.6251,3486.1025,42511.05,8122.4917,450.5804,14530.931,11773.0,0.0
467346.0,10943.0,60611.0,71.0,421.36835,556.8953,692.36163,259.34283,1226.625,2760.1023,28225.049,5582.4917,822.58044,17146.93,11851.0,0.0
475758.0,15456.0,79276.0,68.0,395.36832,534.8953,736.3617,962.3428,1367.6252,4227.102,35421.047,7353.491,569.58044,15333.931,12634.0,0.0
441815.0,12562.0,77434.0,81.0,644.3684,541.8953,1110.3615,440.34286,979.625,2015.1027,14093.051,3215.4922,750.5804,24297.93,12709.0,0.0
623119.0,15104.0,82248.0,70.0,633.36835,398.89532,1086.3616,542.3428,1502.625,4442.1025,51059.047,8882.491,866.5804,20093.93,12818.0,0.0
537481.0,9781.0,52593.0,69.0,259.3683,535.8953,675.36163,836.3429,1083.625,6419.103,70467.055,13946.491,445.5804,14926.93,12864.0,0.0
517914.0,15600.0,79264.0,67.0,471.36835,501.89536,722.36163,479.34283,613.625,4175.102,45235.047,7899.491,805.58044,22620.93,13053.0,0.0
442271.0,9463.0,48042.0,66.0,381.36832,553.89526,603.3616,402.3429,1220.625,4536.102,52944.047,9336.491,402.58044,15233.93,13794.0,0.0
323270.0,10426.0,52709.0,71.0,475.36835,614.8953,750.36163,650.3429,996.625,4469.102,49844.05,9470.49,886.5803,29428.93,13903.0,0.0
581738.0,12912.0,66686.0,65.0,629.3684,350.8954,614.36163,583.34283,857.625,4773.1016,63288.043,10988.489,498.58035,16805.93,15339.0,0.0
436349.0,11619.0,74956.0,90.0,664.3684,502.89532,802.3616,424.3428,1862.625,3352.1023,36293.047,6928.491,679.58044,14527.931,16346.0,0.0
571339.0,16272.0,93802.0,71.0,505.36835,617.8954,636.36176,582.3428,1210.6251,1524.1023,15763.049,3035.4915,735.5804,21930.93,17935.0,0.0
