FS INT,SS PEAK,SS INT,SS TOF,FL1 INT_CD14-FITC,FL2 INT_CD19-PE,FL3 INT_CD13-ECD,FL4 INT_CD33-PC5.5,FL5 INT_CD34-PC7,FL6 INT_CD117-APC,FL7 INT_CD7-APC700,FL8 INT_CD16-APC750,FL9 INT_HLA-PB,FL10 INT_CD45-KO,TIME,label
397683.0,30832.0,144550.0,64.0,371.36832,275.89536,482.3617,300.01883,741.625,1582.1025,9987.05,2046.4917,774.58044,20316.93,8141.0,0.0
403479.0,23072.0,116395.0,68.0,364.36832,382.8953,516.3617,597.0189,612.625,3498.1028,60917.055,11778.492,538.5804,19192.93,8368.0,0.0
306267.0,18960.0,96948.0,67.0,283.36832,432.8953,410.36166,380.0188,604.62506,1965.1027,30072.05,5675.492,612.58044,22889.928,8945.0,0.0
413584.0,17120.0,84725.0,68.0,271.36832,338.89532,630.3617,279.01883,443.62506,584.1027,7605.0493,1729.492,1622.5803,17928.932,8950.0,0.0
347315.0,24544.0,135375.0,71.0,222.36832,522.8953,505.3617,509.01886,415.62503,1083.1027,13147.05,2463.4922,1321.5803,32440.93,9584.0,0.0
396613.0,20400.0,90272.0,62.0,262.36832,250.89534,411.36166,397.01883,969.62494,4515.103,68175.055,12901.492,367.58044,12724.93,9591.0,0.0
407783.0,18832.0,103569.0,69.0,262.3683,383.89532,486.36172,470.01886,556.62494,3783.1028,49456.055,9360.492,680.58044,18376.93,9645.0,0.0
395687.0,18128.0,84047.0,63.0,223.36832,259.89536,469.3617,203.01883,639.62506,434.10275,11810.05,2689.492,613.5804,19014.93,10392.0,0.0
222380.0,36128.0,186389.0,71.0,429.36835,439.89532,512.36163,297.01883,486.62503,4434.1025,54724.047,8758.491,492.5804,15840.93,10560.0,0.0
389287.0,15584.0,75017.0,69.0,321.36832,331.89532,476.3617,365.0188,702.625,1860.1024,23708.049,5188.491,1241.5804,28172.932,11540.0,0.0
497237.0,17968.0,83572.0,67.0,157.36832,428.8953,563.3617,349.01883,1268.625,2656.102,37275.047,6747.4917,1504.5804,31489.932,12190.0,0.0
378730.0,19600.0,99325.0,70.0,391.36826,315.89532,394.36166,321.0188,760.625,2081.1025,17256.05,3164.4917,1739.5803,23966.93,12667.0,0.0
351409.0,15360.0,69710.0,63.0,289.36838,216.89531,259.36166,335.0188,651.625,2586.1023,37464.043,5554.491,346.58044,12606.931,12824.0,0.0
