FS INT,SS PEAK,SS INT,SS TOF,FL1 INT_CD14-FITC,FL2 INT_CD19-PE,FL3 INT_CD13-ECD,FL4 INT_CD33-PC5.5,FL5 INT_CD34-PC7,FL6 INT_CD117-APC,FL7 INT_CD7-APC700,FL8 INT_CD16-APC750,FL9 INT_HLA-PB,FL10 INT_CD45-KO,TIME,label
308387.0,16400.0,90202.0,75.0,446.06067,526.3944,892.34344,893.6297,1415.9261,4157.224,47603.39,9285.985,410.6411,16519.86,639.0,0.0
442618.0,17168.0,114177.0,93.0,752.06055,679.3943,1558.343,731.6297,1145.9263,3731.2236,46973.387,8546.985,1991.6409,28664.86,2167.0,0.0
429466.0,18432.0,100465.0,74.0,412.06064,493.3944,946.3434,654.6297,735.9261,8425.223,87852.38,14688.982,453.641,18715.86,3711.0,0.0
539915.0,20832.0,117121.0,73.0,470.06064,557.39435,734.34326,618.62976,978.92615,3630.2234,33791.387,5568.9844,607.641,22928.857,3842.0,0.0
418201.0,18864.0,105675.0,77.0,394.06073,424.39438,532.3434,284.6298,828.92615,2680.2231,16025.394,3146.9846,425.64093,17547.86,4040.0,0.0
515487.0,11528.0,62998.0,74.0,347.06067,315.39435,961.34326,644.62964,808.9261,4739.223,44604.39,7453.9854,359.64105,16688.861,4108.0,0.0
481959.0,13294.0,76676.0,74.0,223.06061,374.39438,801.3434,726.62964,864.9261,3258.2239,41294.39,7047.986,293.641,13153.859,4121.0,0.0
504163.0,15024.0,82459.0,70.0,482.0607,419.39444,698.34344,355.62973,1393.9259,7751.222,104212.38,17460.98,400.64102,20809.861,4156.0,0.0
553476.0,21280.0,115038.0,70.0,426.06064,368.39435,908.3433,826.62964,684.9261,9058.222,109152.38,17819.98,462.64102,20614.86,4528.0,0.0
563301.0,30960.0,175494.0,78.0,395.06064,471.39435,1143.3434,622.62976,1096.9261,2612.223,17649.395,2865.9841,563.641,20483.861,4871.0,0.0
420601.0,26832.0,140229.0,69.0,507.06067,515.3944,987.34326,696.6296,1449.9259,5082.223,46445.39,8440.984,1980.6411,30594.86,5237.0,0.0
369884.0,12352.0,76096.0,73.0,501.06055,646.3944,859.34344,748.6297,1297.9261,3857.2239,41698.395,8188.9863,400.64105,13669.86,5457.0,0.0
491491.0,17280.0,100301.0,78.0,379.06067,475.39438,1043.3433,718.6297,1314.9261,17381.225,184385.36,31201.984,479.64093,21583.86,5724.0,0.0
493910.0,26768.0,151330.0,77.0,514.0606,701.3944,763.3434,425.62976,514.9261,1666.2235,10688.395,2878.9844,1521.6409,27531.857,5962.0,0.0
503824.0,16176.0,87177.0,69.0,363.06067,542.3944,809.3434,565.6297,652.926,3382.2231,40322.383,8766.984,620.64105,22042.86,6104.0,0.0
425764.0,16112.0,92360.0,75.0,601.0606,605.39435,922.3433,721.6296,1541.926,8473.222,110363.36,18531.98,473.64105,15715.861,6999.0,0.0
485444.0,27520.0,150953.0,77.0,698.0607,830.3944,993.3433,519.62976,1204.9261,3685.2234,22223.39,3653.9841,599.6409,29629.86,7390.0,0.0
696950.0,22528.0,146041.0,93.0,2065.0608,1220.3945,1893.343,3672.6292,2776.926,8527.224,99109.39,18865.984,1403.6409,24412.857,7607.0,0.0
386327.0,21280.0,110890.0,71.0,389.06067,459.39438,1019.3433,789.62964,710.92615,1680.2233,14098.393,2876.984,836.641,36390.86,8144.0,0.0
563285.0,27312.0,143521.0,74.0,683.0607,767.39435,1015.3434,1920.6294,2813.926,17500.217,215429.34,38965.98,998.6412,34164.863,8322.0,0.0
455135.0,16464.0,96626.0,81.0,270.0606,440.39432,625.3434,506.62982,933.9261,2265.2234,18755.395,3499.9849,444.64093,19449.857,8927.0,0.0
393981.0,16672.0,84145.0,71.0,189.06061,536.39435,856.3434,409.6298,1395.926,4373.2236,37597.395,6127.986,729.64105,29601.857,8939.0,0.0
556448.0,25936.0,141423.0,72.0,568.06067,700.3945,1478.343,527.6297,1333.9261,2352.2234,17114.395,3536.9844,779.6409,26422.857,9096.0,0.0
583203.0,27312.0,162540.0,79.0,818.0607,495.39435,688.34344,1114.6295,1050.9263,1844.2235,11563.395,3196.9841,911.641,23276.861,10139.0,0.0
1048575.0,25712.0,206939.0,128.0,650.06055,874.39435,1417.3433,639.6296,829.92596,2519.2227,21254.39,3648.9834,481.64105,13904.86,10770.0,0.0
423101.0,18592.0,92296.0,67.0,408.0606,476.3944,902.3434,685.62976,1357.9263,11383.224,138383.39,22215.988,362.641,18465.86,11145.0,0.0
680997.0,26784.0,155094.0,75.0,1183.0605,962.39453,1627.3433,713.62964,920.92615,3928.2231,34198.39,6006.9844,969.6411,28579.86,11492.0,0.0
472336.0,21648.0,118318.0,75.0,341.06064,598.39435,1146.3431,1151.6296,1135.9264,11529.226,154306.39,26796.988,578.641,26205.857,11832.0,0.0
490204.0,17552.0,99686.0,76.0,236.06058,582.39435,876.3434,787.6297,990.92615,4916.2227,49692.387,8944.987,443.64105,17925.861,12350.0,0.0
481051.0,27360.0,152271.0,78.0,538.06067,331.39438,703.3434,706.62964,1124.9263,6473.2227,67689.38,11448.985,621.641,34257.86,12553.0,0.0
320004.0,17136.0,85353.0,68.0,314.06064,314.39435,611.3434,267.6298,685.92596,1047.2236,11493.392,2053.9841,561.64105,21817.861,12746.0,0.0
368889.0,21216.0,112182.0,72.0,292.0606,636.3944,627.3434,581.6297,751.92596,3543.2236,22900.393,4493.984,649.6411,23661.86,12985.0,0.0
364252.0,21984.0,116959.0,69.0,463.06064,454.39432,936.3432,714.62964,906.92615,7928.2236,98627.375,15899.986,443.64093,19724.86,13348.0,0.0
390991.0,14544.0,79925.0,74.0,398.06064,321.39432,630.3433,734.6297,1255.926,3680.2236,39593.4,7512.9854,700.641,25894.857,13488.0,0.0
606720.0,15680.0,158463.0,234.0,701.0607,890.3945,1332.3433,566.62964,1109.9259,3003.2231,27622.395,3755.9844,565.6411,14240.859,13536.0,0.0
478773.0,18224.0,102656.0,76.0,566.0607,485.39438,890.3433,761.62964,1031.9261,6756.2236,78825.4,14387.983,433.64102,20586.861,13778.0,0.0
470955.0,20144.0,107108.0,70.0,562.06067,363.39435,1097.3434,331.62973,854.9261,2987.2234,26094.39,3702.984,602.64087,24282.86,13816.0,0.0
472424.0,22576.0,113002.0,71.0,414.06067,524.3944,761.3434,480.6298,787.926,1680.2235,11223.395,2504.984,529.641,25759.857,14045.0,0.0
453828.0,15504.0,82600.0,73.0,357.06064,465.39438,823.3434,489.6297,987.9261,8061.2236,80780.39,13041.983,324.64102,14323.859,14830.0,0.0
320577.0,19232.0,107547.0,75.0,540.06067,528.39435,690.34344,775.62964,733.926,5842.223,64050.383,10030.984,504.64102,17682.861,15398.0,0.0
512170.0,17120.0,100107.0,84.0,375.06064,816.3945,844.3434,530.6297,1065.9261,4988.2236,43344.387,7536.985,613.6411,24628.86,15908.0,0.0
451821.0,14416.0,80581.0,79.0,315.0606,459.3943,640.34344,600.62976,1008.926,3455.2236,34238.383,6586.9844,521.641,23220.861,16927.0,0.0
474959.0,29152.0,168534.0,78.0,444.06067,537.3944,1087.3431,473.62964,1587.9259,8111.2227,73326.39,11508.982,514.64105,20834.861,18191.0,0.0
550000.0,16656.0,90752.0,75.0,402.0606,464.39435,1050.3435,759.6297,1275.9261,5048.223,66922.38,11568.984,556.64105,16904.857,18340.0,0.0
504121.0,20384.0,113691.0,78.0,180.06062,452.3943,632.3434,414.6298,790.92615,1127.2236,7639.395,1776.984,623.6409,25734.857,18555.0,0.0
367106.0,25264.0,139602.0,76.0,476.06064,560.39435,913.34344,719.6297,620.92615,3242.2231,29852.393,5211.9844,561.64105,22995.86,19257.0,0.0
449327.0,19616.0,102713.0,74.0,431.06064,597.3944,1050.3434,478.62976,971.92596,1837.2234,12665.394,2625.9841,1128.641,28772.857,19343.0,0.0
360852.0,17248.0,92231.0,74.0,309.06058,501.39438,907.34326,664.62964,970.92596,7172.222,82038.39,14211.982,408.641,17736.86,19850.0,0.0
360642.0,10466.0,48803.0,61.0,246.06064,438.39432,647.3433,451.62982,640.9262,4172.223,34422.39,6042.986,203.6411,11818.86,21749.0,0.0
446703.0,22400.0,116548.0,71.0,536.06067,666.39435,951.3434,1086.6295,1166.926,9407.222,117477.37,19213.982,534.6411,16949.861,22326.0,0.0
388754.0,26512.0,151174.0,74.0,711.0608,565.3944,982.3433,677.62964,1033.9261,7484.223,73823.39,12696.984,556.6411,24068.861,22445.0,0.0
302289.0,16496.0,86731.0,68.0,392.06067,518.3943,975.3433,952.6297,1981.9263,1893.2231,15504.392,3860.9834,697.641,11736.859,22522.0,0.0
618110.0,26048.0,144879.0,79.0,399.06058,374.39432,981.34344,408.62985,1269.9263,7338.2236,78915.4,14660.985,728.641,27538.857,22767.0,0.0
380813.0,12380.0,66227.0,74.0,316.06064,611.39435,796.34344,446.62976,689.9261,5349.223,70684.39,12647.983,388.64108,14675.86,23209.0,0.0
735726.0,16368.0,169130.0,226.0,700.0607,854.39453,1786.3433,1061.6295,1995.9263,1991.2235,9896.3955,1737.9843,470.64105,11460.86,24267.0,0.0
319764.0,17792.0,92257.0,74.0,352.06067,306.39432,1030.3433,616.62976,607.926,8229.222,80221.38,13349.984,298.64102,15155.86,24999.0,0.0
399568.0,21328.0,117336.0,71.0,455.0607,370.39435,862.34344,453.6298,665.92615,3931.2231,56488.383,9961.984,704.6409,32604.857,25223.0,0.0
411088.0,22400.0,130336.0,80.0,660.06067,628.39435,1028.3434,613.6296,865.92615,2865.2234,24113.393,4135.9844,659.641,23300.857,25293.0,0.0
430380.0,16672.0,97740.0,82.0,527.06055,484.39432,772.3434,397.6297,1214.926,8956.223,111658.38,16958.984,497.641,21469.857,26201.0,0.0
425919.0,17456.0,115502.0,81.0,419.0606,482.39435,865.3433,568.62976,1353.9258,998.2235,6466.395,718.984,596.641,25347.86,26865.0,0.0
565883.0,21312.0,124676.0,75.0,423.06064,559.3945,933.3432,429.6298,1492.926,2259.2236,11156.394,2940.9834,815.6409,30260.857,26951.0,0.0
511203.0,26560.0,147744.0,76.0,484.06064,638.3943,1104.343,475.6297,897.926,3327.223,26427.393,4535.9834,792.6411,22840.86,27260.0,0.0
318036.0,15712.0,88596.0,70.0,501.0606,532.39435,687.3435,561.62976,981.9261,3859.2231,37832.395,6414.985,427.6409,20719.857,27600.0,0.0
569034.0,17328.0,95852.0,72.0,309.06067,549.39435,1166.3433,464.6297,1083.9261,5852.2227,74345.38,13240.984,479.64102,18631.861,27642.0,0.0
409215.0,20144.0,120145.0,76.0,564.0606,624.39435,955.3433,351.62982,694.92615,2979.224,22736.393,4072.9841,585.641,22776.86,27876.0,0.0
614922.0,21280.0,132434.0,78.0,497.06064,360.39438,857.3434,482.62973,957.926,2800.2231,14798.395,2520.9844,481.64102,16050.859,28194.0,0.0
430678.0,15264.0,81281.0,72.0,334.0607,858.39435,891.3433,532.62964,743.92596,2204.2234,17489.393,2844.984,702.641,23277.86,28469.0,0.0
331802.0,18064.0,92976.0,70.0,369.06067,580.3942,819.3434,930.6295,1073.9261,7868.2227,102744.39,17342.984,488.64105,19405.86,28889.0,0.0
506404.0,19168.0,111905.0,75.0,630.0607,573.39435,1028.3433,1026.6294,1171.926,10667.222,130286.375,22557.982,457.64093,18825.86,28935.0,0.0
619827.0,26768.0,155125.0,77.0,504.06064,386.39432,1143.3434,467.6297,746.926,3947.2231,30525.39,6417.9844,1082.641,23152.86,29054.0,0.0
748492.0,28560.0,164526.0,83.0,746.06067,703.3943,1346.3434,934.6297,1617.926,13470.225,143544.39,27182.992,928.6409,38126.86,29186.0,0.0
444556.0,18688.0,99248.0,71.0,318.0606,321.39432,650.3434,835.6297,2035.9259,10060.226,130649.39,22511.982,443.64102,17859.86,29770.0,0.0
310051.0,16352.0,86333.0,74.0,490.06058,450.39432,1205.3433,1037.6296,1390.9259,4909.224,66233.39,9326.986,317.641,16912.86,29795.0,0.0
443306.0,16208.0,83509.0,72.0,393.06064,501.39438,761.34326,723.6297,926.92615,6626.224,71871.4,11850.988,468.641,19968.86,29819.0,0.0
483093.0,17792.0,96203.0,77.0,431.06064,591.3944,977.3434,328.62973,619.9261,2913.223,10343.3955,1775.9844,1168.6411,37411.86,29845.0,0.0
659929.0,36240.0,190182.0,70.0,556.06067,589.3944,1020.3433,1190.6295,1941.9259,7280.223,57705.39,10942.983,484.64105,22618.86,29946.0,0.0
434599.0,15680.0,102161.0,76.0,717.0608,624.39435,1224.3431,1064.6295,1153.926,13314.223,142465.38,24035.98,535.641,19791.86,30480.0,0.0
